InvoiceNo,InvoiceDate,FwdInvoiceRefNo,StockReceiptDate,UOM,QtyCases,QtyUnits,Rate,Amount,TaxableAmount
2008,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2009,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2010,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2011,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
2012,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
2013,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
2014,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2015,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
2016,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
2017,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
2018,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2019,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2020,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2021,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
2022,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
2023,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
2024,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
2025,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2026,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
2027,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2028,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2029,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2030,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2031,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
2032,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2033,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
2034,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2035,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
2036,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2037,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2038,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
2039,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2040,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
2041,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
2042,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
2043,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
2044,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
2045,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
2046,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
2047,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
2048,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
2049,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
2050,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
2051,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
2052,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
2053,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
2054,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2055,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2056,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
2057,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
2058,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
2059,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2060,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2061,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
2062,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2063,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
2064,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
2065,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2066,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2067,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2068,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
2069,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
2070,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
2071,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
2072,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2073,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
2074,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
2075,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
2076,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2077,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
2078,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
2079,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
2080,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
2081,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
2082,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
2083,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
2084,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
2085,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
2086,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2087,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
2088,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2089,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
2090,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2091,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
2092,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
2093,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2094,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
2095,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
2096,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
2097,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2098,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2099,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
2100,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
2101,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
2102,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
2103,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
2104,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
2105,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
2106,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
2107,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
2108,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
2109,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
2110,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
2111,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
2112,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2113,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
2114,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2115,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
2116,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2117,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2118,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
2119,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
2120,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
2121,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2122,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
2123,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
2124,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
2125,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
2126,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
2127,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
2128,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
2129,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
2130,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
2131,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
2132,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
2133,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
2134,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
2135,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2136,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
2137,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2138,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2139,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2140,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
2141,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
2142,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
2143,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
2144,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
2145,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2146,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2147,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2148,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
2149,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2150,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
2151,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
2152,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2153,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2154,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2155,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2156,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2157,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
2158,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
2159,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
2160,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2161,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
2162,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
2163,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
2164,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2165,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2166,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
2167,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
2168,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
2169,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
2170,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
2171,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
2172,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
2173,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
2174,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
2175,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
2176,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
2177,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
2178,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
2179,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
2180,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2181,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
2182,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
2183,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2184,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2185,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
2186,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
2187,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
2188,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
2189,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
2190,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
2191,02-10-2022,,02-10-2022,30,900,0,365.71,329142.86,329142.86
2192,02-10-2022,,02-10-2022,30,1070,0,351.43,376028.57,376028.57
2193,02-10-2022,,02-10-2022,30,800,0,351.43,281142.86,281142.86
2194,02-10-2022,,02-10-2022,15,10,0,461.43,4614.29,4614.29
2195,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
2196,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
2197,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
2198,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
2199,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
2200,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2201,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2202,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2203,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
2204,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
2205,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
2206,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2207,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
2208,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
2209,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
2210,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2211,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2212,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2213,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
2214,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
2215,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
2216,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
2217,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2218,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
2219,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2220,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2221,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
2222,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2223,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
2224,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2225,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
2226,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2227,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
2228,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2229,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2230,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
2231,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
2232,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
2233,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
2234,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
2235,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
2236,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
2237,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
2238,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
2239,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
2240,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
2241,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
2242,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
2243,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
2244,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
2245,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
2246,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2247,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
2248,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
2249,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
2250,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
2251,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2252,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2253,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
2254,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2255,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
2256,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
2257,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2258,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
2259,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2260,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
2261,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
2262,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
2263,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
2264,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2265,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
2266,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
2267,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
2268,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2269,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
2270,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
2271,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
2272,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
2273,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
2274,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
2275,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
2276,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
2277,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
2278,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
2279,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
2280,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2281,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
2282,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2283,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
2284,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
2285,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
2286,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
2287,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
2288,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
2289,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
2290,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2291,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
2292,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
2293,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
2294,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
2295,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
2296,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
2297,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
2298,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
2299,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
2300,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
2301,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
2302,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
2303,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
2304,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2305,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
2306,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2307,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
2308,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2309,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2310,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
2311,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
2312,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
2313,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
2314,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
2315,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
2316,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
2317,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
2318,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
2319,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
2320,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
2321,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
2322,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
2323,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
2324,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
2325,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
2326,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
2327,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2328,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
2329,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2330,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2331,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2332,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
2333,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
2334,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
2335,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
2336,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
2337,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2338,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2339,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
2340,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
2341,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2342,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
2343,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
2344,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
2345,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2346,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2347,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2348,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
2349,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
2350,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
2351,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
2352,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2353,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
2354,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
2355,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
2356,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2357,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
2358,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
2359,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
2360,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
2361,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
2362,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
2363,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
2364,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
2365,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
2366,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
2367,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
2368,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
2369,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
2370,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
2371,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
2372,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2373,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
2374,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
2375,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2376,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
2377,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
2378,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
