InvoiceNo,InvoiceDate,FwdInvoiceRefNo,StockReceiptDate,UOM,QtyCases,QtyUnits,Rate,Amount,TaxableAmount
7379,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
7380,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
7381,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7382,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
7383,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
7384,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7385,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7386,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7387,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
7388,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
7389,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
7390,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7391,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
7392,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7393,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
7394,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7395,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7396,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7397,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
7398,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
7399,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
7400,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
7401,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7402,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
7403,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7404,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7405,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7406,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7407,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
7408,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7409,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
7410,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7411,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
7412,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7413,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7414,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
7415,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7416,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
7417,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
7418,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
7419,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
7420,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
7421,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
7422,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
7423,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
7424,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
7425,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
7426,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
7427,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
7428,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
7429,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
7430,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7431,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7432,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
7433,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
7434,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
7435,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7436,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7437,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
7438,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7439,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
7440,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
7441,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7442,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7443,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7444,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
7445,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
7446,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
7447,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
7448,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7449,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
7450,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
7451,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
7452,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7453,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
7454,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
7455,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
7456,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
7457,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
7458,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
7459,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
7460,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
7461,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
7462,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7463,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
7464,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7465,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
7466,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7467,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
7468,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
7469,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7470,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
7471,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
7472,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
7473,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7474,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7475,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
7476,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
7477,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
7478,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
7479,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
7480,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
7481,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
7482,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
7483,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
7484,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
7485,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
7486,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
7487,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
7488,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7489,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
7490,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7491,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
7492,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7493,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7494,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
7495,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
7496,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
7497,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7498,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
7499,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
7500,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
7501,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7502,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
7503,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
7504,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
7505,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
7506,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
7507,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
7508,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
7509,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
7510,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
7511,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7512,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
7513,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7514,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7515,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7516,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
7517,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
7518,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
7519,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
7520,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
7521,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7522,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7523,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7524,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
7525,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7526,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
7527,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
7528,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7529,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7530,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7531,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7532,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7533,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
7534,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
7535,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
7536,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7537,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
7538,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
7539,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
7540,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7541,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7542,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
7543,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
7544,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
7545,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
7546,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
7547,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
7548,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
7549,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
7550,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
7551,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
7552,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
7553,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
7554,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
7555,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
7556,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7557,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
7558,02-10-2022,,02-10-2022,24,300,0,147.46,44237.29,44237.29
7559,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7560,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7561,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
7562,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
7563,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
7564,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
7565,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
7566,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
7567,02-10-2022,,02-10-2022,30,900,0,365.71,329142.86,329142.86
7568,02-10-2022,,02-10-2022,30,1070,0,351.43,376028.57,376028.57
7569,02-10-2022,,02-10-2022,30,800,0,351.43,281142.86,281142.86
7570,02-10-2022,,02-10-2022,15,10,0,461.43,4614.29,4614.29
7571,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
7572,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
7573,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7574,02-10-2022,,02-10-2022,24,150,0,129.29,19392.86,19392.86
7575,02-10-2022,,02-10-2022,30,486,0,351.43,170794.29,170794.29
7576,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7577,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7578,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7579,02-10-2022,,02-10-2022,30,584,0,351.43,205234.29,205234.29
7580,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
7581,02-10-2022,,02-10-2022,24,110,0,136.43,15007.14,15007.14
7582,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7583,02-10-2022,,02-10-2022,12,1,0,946.43,946.43,946.43
7584,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7585,02-10-2022,,02-10-2022,12,5,0,946.43,4732.14,4732.14
7586,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7587,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7588,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7589,02-10-2022,,02-10-2022,30,75,0,0.71,53.57,53.57
7590,02-10-2022,,02-10-2022,30,50,0,207.14,10357.14,10357.14
7591,02-10-2022,,02-10-2022,30,118,0,355,41890,41890
7592,02-10-2022,,02-10-2022,40,110,0,291.07,32017.86,32017.86
7593,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7594,02-10-2022,,02-10-2022,40,100,0,264.29,26428.57,26428.57
7595,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7596,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7597,02-10-2022,,02-10-2022,40,100,0,273.21,27321.43,27321.43
7598,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7599,02-10-2022,,02-10-2022,12,710,0,130.51,92661.02,92661.02
7600,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7601,02-10-2022,,02-10-2022,12,492,6,113.56,55928.75,55928.75
7602,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7603,02-10-2022,,02-10-2022,12,700,0,113.56,79491.53,79491.53
7604,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7605,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7606,02-10-2022,,02-10-2022,12,157,6,113.56,17884.8,17884.8
7607,02-10-2022,,02-10-2022,12,710,0,113.56,80627.12,80627.12
7608,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
7609,02-10-2022,,02-10-2022,12,540,0,113.56,61322.03,61322.03
7610,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
7611,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
7612,02-10-2022,,02-10-2022,30,100,0,446.43,44642.86,44642.86
7613,02-10-2022,,02-10-2022,24,150,0,289.29,43392.86,43392.86
7614,02-10-2022,,02-10-2022,30,53,0,428.57,22714.29,22714.29
7615,02-10-2022,,02-10-2022,24,40,0,275,11000,11000
7616,02-10-2022,,02-10-2022,24,100,0,267.86,26785.71,26785.71
7617,02-10-2022,,02-10-2022,30,147,0,428.57,63000,63000
7618,02-10-2022,,02-10-2022,24,80,0,275,22000,22000
7619,02-10-2022,,02-10-2022,30,140,0,428.57,60000,60000
7620,02-10-2022,,02-10-2022,24,170,0,255.08,43364.41,43364.41
7621,02-10-2022,,02-10-2022,30,5,0,348.21,1741.07,1741.07
7622,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7623,02-10-2022,,02-10-2022,24,40,0,546.79,21871.43,21871.43
7624,02-10-2022,,02-10-2022,30,10,0,330.36,3303.57,3303.57
7625,02-10-2022,,02-10-2022,24,50,0,550.71,27535.71,27535.71
7626,02-10-2022,,02-10-2022,30,300,0,351.43,105428.57,105428.57
7627,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7628,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7629,02-10-2022,,02-10-2022,30,5,0,330.36,1651.79,1651.79
7630,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7631,02-10-2022,,02-10-2022,24,130,0,129.29,16807.14,16807.14
7632,02-10-2022,,02-10-2022,30,20,0,330.36,6607.14,6607.14
7633,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7634,02-10-2022,,02-10-2022,24,100,0,136.43,13642.86,13642.86
7635,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7636,02-10-2022,,02-10-2022,24,120,0,136.43,16371.43,16371.43
7637,02-10-2022,,02-10-2022,12,5,0,930.36,4651.79,4651.79
7638,02-10-2022,,02-10-2022,30,20,0,365.71,7314.29,7314.29
7639,02-10-2022,,02-10-2022,30,190,0,365.71,69485.71,69485.71
7640,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7641,02-10-2022,,02-10-2022,30,280,0,351.43,98400,98400
7642,02-10-2022,,02-10-2022,30,5,0,370.54,1852.68,1852.68
7643,02-10-2022,,02-10-2022,30,20,0,370.54,7410.71,7410.71
7644,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7645,02-10-2022,,02-10-2022,12,7,0,765.18,5356.25,5356.25
7646,02-10-2022,,02-10-2022,24,110,0,148.31,16313.56,16313.56
7647,02-10-2022,,02-10-2022,24,60,0,148.31,8898.31,8898.31
7648,02-10-2022,,02-10-2022,24,230,0,148.31,34110.17,34110.17
7649,02-10-2022,,02-10-2022,24,200,0,148.31,29661.02,29661.02
7650,02-10-2022,,02-10-2022,24,250,0,148.31,37076.27,37076.27
7651,02-10-2022,,02-10-2022,24,72,0,148.31,10677.97,10677.97
7652,02-10-2022,,02-10-2022,30,17,0,370.54,6299.11,6299.11
7653,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
7654,02-10-2022,,02-10-2022,30,150,0,351.43,52714.29,52714.29
7655,02-10-2022,,02-10-2022,30,200,0,351.43,70285.71,70285.71
7656,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7657,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
7658,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7659,02-10-2022,,02-10-2022,30,105,0,351.43,36900,36900
7660,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
7661,02-10-2022,,02-10-2022,30,100,0,351.43,35142.86,35142.86
7662,02-10-2022,,02-10-2022,24,40,0,278.57,11142.86,11142.86
7663,02-10-2022,,02-10-2022,24,40,0,264.29,10571.43,10571.43
7664,02-10-2022,,02-10-2022,24,50,0,264.29,13214.29,13214.29
7665,02-10-2022,,02-10-2022,30,10,0,370.54,3705.36,3705.36
7666,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7667,02-10-2022,,02-10-2022,30,15,0,370.54,5558.04,5558.04
7668,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
7669,02-10-2022,,02-10-2022,12,710,0,105.08,74610.17,74610.17
7670,02-10-2022,,02-10-2022,12,740,0,105.08,77762.71,77762.71
7671,02-10-2022,,02-10-2022,12,680,0,105.08,71457.63,71457.63
7672,02-10-2022,,02-10-2022,12,680,0,105.93,72033.9,72033.9
7673,02-10-2022,,02-10-2022,24,5,0,691.43,3457.14,3457.14
7674,02-10-2022,,02-10-2022,30,105,0,428.57,45000,45000
7675,02-10-2022,,02-10-2022,24,50,0,275,13750,13750
7676,02-10-2022,,02-10-2022,30,100,0,428.57,42857.14,42857.14
7677,02-10-2022,,02-10-2022,30,98,0,428.57,42000,42000
7678,02-10-2022,,02-10-2022,24,360,0,255.08,91830.51,91830.51
7679,02-10-2022,,02-10-2022,9,30,0,513.21,15396.43,15396.43
7680,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7681,02-10-2022,,02-10-2022,24,40,0,287.86,11514.29,11514.29
7682,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7683,02-10-2022,,02-10-2022,24,200,0,287.86,57571.43,57571.43
7684,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7685,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7686,02-10-2022,,02-10-2022,24,150,0,273.57,41035.71,41035.71
7687,02-10-2022,,02-10-2022,24,110,0,273.57,30092.86,30092.86
7688,02-10-2022,,02-10-2022,24,40,0,561.07,22442.86,22442.86
7689,02-10-2022,,02-10-2022,24,50,0,546.79,27339.29,27339.29
7690,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
7691,02-10-2022,,02-10-2022,24,50,0,250.89,12544.64,12544.64
7692,02-10-2022,,02-10-2022,12,3,0,866.07,2598.21,2598.21
7693,02-10-2022,,02-10-2022,15,20,0,447.14,8942.86,8942.86
7694,02-10-2022,,02-10-2022,30,2,0,468.75,937.5,937.5
7695,02-10-2022,,02-10-2022,30,102,0,148.31,15127.12,15127.12
7696,02-10-2022,,02-10-2022,30,20,0,468.75,9375,9375
7697,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
7698,02-10-2022,,02-10-2022,30,20,0,450.89,9017.86,9017.86
7699,02-10-2022,,02-10-2022,30,10,0,450.89,4508.93,4508.93
7700,02-10-2022,,02-10-2022,30,100,0,131.36,13135.59,13135.59
7701,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
7702,02-10-2022,,02-10-2022,24,50,0,150.71,7535.71,7535.71
7703,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7704,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
7705,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7706,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7707,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7708,02-10-2022,,02-10-2022,12,5,0,779.46,3897.32,3897.32
7709,02-10-2022,,02-10-2022,24,2,0,289.29,578.57,578.57
7710,02-10-2022,,02-10-2022,24,50,0,701.34,35066.96,35066.96
7711,02-10-2022,,02-10-2022,24,40,0,683.48,27339.29,27339.29
7712,02-10-2022,,02-10-2022,12,20,0,662.5,13250,13250
7713,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7714,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7715,02-10-2022,,02-10-2022,24,50,0,683.48,34174.11,34174.11
7716,02-10-2022,,02-10-2022,9,30,0,238.57,7157.14,7157.14
7717,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7718,02-10-2022,,02-10-2022,9,40,0,502.86,20114.29,20114.29
7719,02-10-2022,,02-10-2022,24,25,0,136.43,3410.71,3410.71
7720,02-10-2022,,02-10-2022,9,20,0,498.93,9978.57,9978.57
7721,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7722,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7723,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7724,02-10-2022,,02-10-2022,24,50,0,136.43,6821.43,6821.43
7725,02-10-2022,,02-10-2022,30,200,0,343.75,68750,68750
7726,02-10-2022,,02-10-2022,30,200,0,316.96,63392.86,63392.86
7727,02-10-2022,,02-10-2022,30,120,0,325.89,39107.14,39107.14
7728,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7729,02-10-2022,,02-10-2022,30,95,0,325.89,30959.82,30959.82
7730,02-10-2022,,02-10-2022,30,5,0,325.89,1629.46,1629.46
7731,02-10-2022,,02-10-2022,30,150,0,325.89,48883.93,48883.93
7732,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7733,02-10-2022,,02-10-2022,30,100,0,325.89,32589.29,32589.29
7734,02-10-2022,,02-10-2022,24,150,0,157.86,23678.57,23678.57
7735,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
7736,02-10-2022,,02-10-2022,24,50,0,165,8250,8250
7737,02-10-2022,,02-10-2022,24,100,0,165,16500,16500
7738,02-10-2022,,02-10-2022,24,50,0,535.71,26785.71,26785.71
7739,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
7740,02-10-2022,,02-10-2022,24,30,0,517.86,15535.71,15535.71
7741,02-10-2022,,02-10-2022,24,20,0,517.86,10357.14,10357.14
7742,02-10-2022,,02-10-2022,24,40,0,517.86,20714.29,20714.29
7743,02-10-2022,,02-10-2022,30,165,0,351.43,57985.71,57985.71
7744,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
7745,02-10-2022,,02-10-2022,24,170,0,164.41,27949.15,27949.15
7746,02-10-2022,,02-10-2022,24,200,0,273.57,54714.29,54714.29
7747,02-10-2022,,02-10-2022,24,150,0,147.46,22118.64,22118.64
7748,02-10-2022,,02-10-2022,24,100,0,273.57,27357.14,27357.14
7749,02-10-2022,,02-10-2022,24,50,0,276.43,13821.43,13821.43
